"","Host.Id","Host.Since","Name","Neighbourhood","Property.Type","Review.Scores.Rating..bin.","Room.Type","Zipcode","Beds","Number.of.Records","Number.Of.Reviews","Price","Review.Scores.Rating"
"16096",9576121,"10/22/2013","Large Room, Williamsburg","Brooklyn","Apartment",95,"Private room",11211,1,1,24,"85",97
"16097",9584310,"10/22/2013","Bright room / Private BathroomBig","Brooklyn","Apartment",NA,"Private room",11221,1,1,0,"85",NA
"16098",9574372,"10/22/2013","Large Bedroom in Vibrant Bushwick!","Brooklyn","Apartment",NA,"Private room",11237,1,1,0,"68",NA
"16099",9574030,"10/22/2013","Affordable Private Room UES/EHarlem","Manhattan","Apartment",85,"Private room",10029,1,1,16,"85",86
"16100",9584885,"10/22/2013","1 bedroom upper east side","Manhattan","Apartment",NA,"Private room",10075,1,1,0,"139",NA
"16101",9574372,"10/22/2013","Vibrant Bushwick! Beautiful Bedroom","Queens","Apartment",NA,"Private room",11237,1,1,0,"65",NA
"16102",9585945,"10/23/2013","Beautiful Brooklyn apartment","Brooklyn","Apartment",95,"Entire home/apt",11221,1,1,6,"115",97
"16103",9586465,"10/23/2013","3 beds with loft near Central Park","Manhattan","Apartment",65,"Entire home/apt",NA,4,1,8,"199",65
"16104",9603153,"10/23/2013","Penn Station 30th-Madison Sq Garden","Manhattan","Apartment",90,"Entire home/apt",10001,1,1,28,"185",94
"16105",9589077,"10/23/2013","East Village LES NYC Getaway","Manhattan","Apartment",80,"Entire home/apt",10002,3,1,5,"350",84
"16106",9598750,"10/23/2013","Sunny 1 BR East Village Apartment","Manhattan","Apartment",90,"Entire home/apt",10003,3,1,5,"170",92
"16107",9605150,"10/23/2013","Modern 2BR Apt with Private Terrace","Manhattan","Apartment",90,"Entire home/apt",10003,2,1,9,"275",93
"16108",9604235,"10/23/2013","1BR in heart of West Village","Manhattan","Apartment",95,"Entire home/apt",10014,1,1,4,"130",95
"16109",9589826,"10/23/2013","Bright spacious studio in Midtown","Manhattan","Apartment",95,"Entire home/apt",10016,2,1,11,"190",95
"16110",9586465,"10/23/2013","2 bedrooms Macy's&Times SQ","Manhattan","Apartment",80,"Entire home/apt",10018,3,1,12,"149",83
"16111",9586465,"10/23/2013","one bedroom Times SQ&Lincoln Center","Manhattan","Apartment",80,"Entire home/apt",10019,2,1,52,"109",84
"16112",9599807,"10/23/2013","Amazing apartment in Midtown","Manhattan","Apartment",100,"Entire home/apt",10036,1,1,3,"220",100
"16113",9604527,"10/23/2013","Luxury 1Bed Furnished East Side Apt","Manhattan","Condominium",90,"Entire home/apt",10016,1,1,3,"269",93
"16114",9601461,"10/23/2013","Beautiful Modern TriBeCa Loft","Manhattan","Loft",95,"Entire home/apt",10013,4,1,11,"700",95
"16115",9587818,"10/23/2013","Cozy Br@Rooftop duplex on Main St.","Brooklyn","Apartment",80,"Private room",11215,1,1,3,"50",80
"16116",9600781,"10/23/2013","Peaceful space in the middle of NYC","Manhattan","Apartment",90,"Private room",10036,1,1,54,"150",94
"16117",9614926,"10/24/2013","Rockaway Castles Private 3 bedroom!","Brooklyn","Apartment",NA,"Entire home/apt",NA,3,1,0,"250",NA
"16118",9623313,"10/24/2013","Loft with rooftop in New York City","Brooklyn","Apartment",95,"Entire home/apt",11201,1,1,5,"199",96
"16119",9614926,"10/24/2013","**Bushwick Large House** 2 FLOORS*","Brooklyn","Apartment",NA,"Entire home/apt",11207,6,1,0,"335",NA
"16120",9614926,"10/24/2013","2 Bedrooms in 3 bed Brooklyn CONDO","Brooklyn","Apartment",100,"Entire home/apt",11207,2,1,1,"200",100
"16121",9614926,"10/24/2013","Beautiful Brooklyn 4 bed 2 bath","Brooklyn","Apartment",80,"Entire home/apt",11207,5,1,1,"250",80
"16122",9614926,"10/24/2013","RC 2 bedrooms in 6 bed house.","Brooklyn","Apartment",NA,"Entire home/apt",11233,2,1,0,"200",NA
"16123",9620804,"10/24/2013","MASSIVE Studio with Private Yard","Brooklyn","Apartment",NA,"Entire home/apt",11238,4,1,0,"150",NA
"16124",9620804,"10/24/2013","Skywalk Yard!!! 7 Subway Lines!!!","Brooklyn","Apartment",NA,"Entire home/apt",11238,5,1,0,"250",NA
"16125",9620804,"10/24/2013","Two Adjoining Apts + Two-Level Yard","Brooklyn","Apartment",NA,"Entire home/apt",11238,9,1,0,"400",NA
"16126",9615574,"10/24/2013","NYC for the holiday!East Village 1B","Manhattan","Apartment",85,"Entire home/apt",10009,1,1,3,"170",87
"16127",9617849,"10/24/2013","Large Cozy 24HR Doorman 1 BD/1 BA","Manhattan","Apartment",NA,"Entire home/apt",10016,2,1,4,"200",NA
"16128",9622907,"10/24/2013","1 BEDROOM TIMESQUARE/CENTRAL PARK","Manhattan","Apartment",85,"Entire home/apt",10019,2,1,64,"99",85
"16129",9622907,"10/24/2013","QUIET APT-CENTRAL PARK/TIMES SQUARE","Manhattan","Apartment",85,"Entire home/apt",10019,1,1,86,"99",86
"16130",9612992,"10/24/2013","1-Bedroom in Times Square!","Manhattan","Apartment",100,"Entire home/apt",10036,1,1,1,"130",100
"16131",9622222,"10/24/2013","Cozy two bedroom in trendy Astoria","Queens","Apartment",90,"Entire home/apt",11105,2,1,3,"100",90
"16132",9620804,"10/24/2013","Beautiful Bushwick Bedroom","Brooklyn","Apartment",NA,"Private room",11206,4,1,0,"100",NA
"16133",9620804,"10/24/2013","Skylight+Skyline+Private Roof/Bath!","Brooklyn","Apartment",NA,"Private room",11206,2,1,0,"135",NA
"16134",9614926,"10/24/2013","Beautiful Brooklyn Condo Room 1","Brooklyn","Apartment",NA,"Private room",11207,1,1,1,"105",NA
"16135",9614926,"10/24/2013","Beautiful Brooklyn Condo Room 3","Brooklyn","Apartment",95,"Private room",11207,1,1,5,"105",96
"16136",9614926,"10/24/2013","Rockaway Room in 3 Bedroom.","Brooklyn","Apartment",NA,"Private room",11233,1,1,0,"55",NA
"16137",9620804,"10/24/2013","HUGE Skywalk Yard! 7 Subway Lines!","Brooklyn","Apartment",NA,"Private room",11238,3,1,0,"85",NA
"16138",9620804,"10/24/2013","Huge Yard w/Skywalk+7 Train Lines!!","Brooklyn","Apartment",NA,"Private room",11238,2,1,0,"75",NA
"16139",9615825,"10/24/2013","Astor Place Prime Location I","Manhattan","Apartment",80,"Private room",10003,1,1,23,"110",82
"16140",9615825,"10/24/2013","Astor Place Prime Location II","Manhattan","Apartment",75,"Private room",10003,1,1,18,"110",77
"16141",9615825,"10/24/2013","Astor Place Prime Location III","Manhattan","Apartment",75,"Private room",10003,3,1,43,"90",76
"16142",9618402,"10/24/2013","Private Room in Luxury Building","Manhattan","Apartment",NA,"Private room",10005,1,1,0,"100",NA
"16143",9622750,"10/24/2013","Cozy 1 bed in Murray Hill","Manhattan","Apartment",90,"Private room",10016,1,1,10,"80",92
"16144",9612992,"10/24/2013","1-Bedroom in Times Square!","Manhattan","Apartment",NA,"Private room",10036,1,1,0,"100",NA
"16145",9636968,"10/25/2013","1 BR apartment in Williamsburg","Brooklyn","Apartment",90,"Entire home/apt",11211,1,1,6,"100",93
"16146",9638028,"10/25/2013","Willsbrg Ocnfrt 1 bdrm apt $225/Nt","Brooklyn","Apartment",95,"Entire home/apt",11211,1,1,11,"225",95
"16147",9632747,"10/25/2013","Beautiful warm duplex apartment","Brooklyn","Apartment",95,"Entire home/apt",11216,2,1,29,"140",96
"16148",9632747,"10/25/2013","Self contained ground level apt","Brooklyn","Apartment",90,"Entire home/apt",11216,1,1,48,"120",94
"16149",9630494,"10/25/2013","1B Loft in Noho/Greenwich Village","Manhattan","Apartment",100,"Entire home/apt",10003,1,1,4,"225",100
"16150",9634812,"10/25/2013","East Village / Private Balcony","Manhattan","Apartment",85,"Entire home/apt",10009,1,1,7,"200",89
"16151",9631554,"10/25/2013","Trendy Greenwich Village Living","Manhattan","Apartment",NA,"Entire home/apt",10012,2,1,0,"299",NA
"16152",9630235,"10/25/2013","Cozy Trendy  close to  Central Park","Manhattan","Apartment",NA,"Entire home/apt",10023,3,1,0,"800",NA
"16153",9624579,"10/25/2013","1 Bedroom ""In Heart of Manhattan""","Manhattan","Apartment",85,"Entire home/apt",10036,6,1,20,"225",85
"16154",9624579,"10/25/2013","3 BdRm Apt Midtown West/TimesSquare","Manhattan","Apartment",75,"Entire home/apt",10036,5,1,29,"379",77
"16155",9624579,"10/25/2013","Manhattan at Your Doorstep 2Bedrm","Manhattan","Apartment",85,"Entire home/apt",10036,4,1,18,"349",88
"16156",9624579,"10/25/2013","Times Square 4 Bedrm Apt/3 Bdrm+Den","Manhattan","Apartment",80,"Entire home/apt",10036,7,1,3,"449",80
"16157",9636801,"10/25/2013","Studio Apt Uptown Manhattan","Manhattan","Apartment",90,"Entire home/apt",10040,1,1,10,"65",93
"16158",9637250,"10/25/2013","Sunny and spacious 2bedr Upper East","Manhattan","Apartment",NA,"Entire home/apt",10128,2,1,0,"350",NA
"16159",9625467,"10/25/2013","Private Balcony East Village Duplex","Manhattan","House",90,"Entire home/apt",10002,2,1,51,"240",94
"16160",9630921,"10/25/2013","Spacious Railroad in LIC/Astoria","Queens","Apartment",NA,"Entire home/apt",11101,1,1,0,"135",NA
"16161",9637768,"10/25/2013","Luxury Doorman Bldng near 11 trains","Brooklyn","Apartment",95,"Private room",11201,1,1,32,"105",96
"16162",9631764,"10/25/2013","Cozy room in newly renovated 2BR","Brooklyn","Apartment",100,"Private room",11211,1,1,2,"57",100
"16163",9631040,"10/25/2013","Cozy room in a 2-bedroom apt","Brooklyn","Apartment",95,"Private room",11233,1,1,12,"48",95
"16164",9624922,"10/25/2013","Cozy, Comfy & Humble~ In Manhattan","Manhattan","Apartment",75,"Private room",10001,1,1,5,"70",76
"16165",9624922,"10/25/2013","Manhattan Hide-Away!","Manhattan","Apartment",60,"Private room",10001,1,1,4,"85",60
"16166",9631554,"10/25/2013","New Luxury & Trendy Union Sq Loft","Manhattan","Apartment",NA,"Private room",10011,1,1,0,"149",NA
"16167",9634183,"10/25/2013","Spacious Midtown Manhattan room","Manhattan","Apartment",85,"Private room",10022,1,1,9,"95",87
"16168",9637250,"10/25/2013","Lovely and super sunny Upper East","Manhattan","Apartment",85,"Private room",10128,1,1,18,"120",86
"16169",9652075,"10/26/2013","Stylish Pre-war","Brooklyn","Apartment",90,"Entire home/apt",11205,1,1,19,"124",92
"16170",9650172,"10/26/2013","Brooklyn Brownstone Apt.","Brooklyn","Apartment",100,"Entire home/apt",11216,1,1,1,"140",100
"16171",9644289,"10/26/2013","Cosy Brooklyn NYC One Bedroom","Brooklyn","Apartment",85,"Entire home/apt",11226,3,1,10,"113",88
"16172",9650569,"10/26/2013","Quiet classic charmer in the trees","Brooklyn","House",95,"Entire home/apt",11215,2,1,33,"190",95
"16173",9645555,"10/26/2013","Midtown Hideaway","Manhattan","Apartment",85,"Entire home/apt",10036,2,1,7,"239",86
"16174",9646158,"10/26/2013","Charming Private BD in Brooklyn","Brooklyn","Apartment",85,"Private room",11215,1,1,42,"70",89
"16175",9647066,"10/26/2013","Peaceful Room...","Brooklyn","Apartment",95,"Private room",11220,2,1,36,"53",99
"16176",9647066,"10/26/2013","Serene Room...","Brooklyn","Apartment",90,"Private room",11220,1,1,25,"58",94
"16177",9652379,"10/26/2013","BIG BEDROOM WITH HIGH CEILINGS","Brooklyn","House",NA,"Private room",11238,2,1,0,"150",NA
"16178",9646099,"10/26/2013","Sunny Bedroom on Upper West Side","Manhattan","Apartment",NA,"Private room",10025,1,1,0,"150",NA
"16179",9649144,"10/26/2013","Guest Room Central Park w/Balcony","Manhattan","Apartment",90,"Private room",10029,1,1,7,"125",94
"16180",9649144,"10/26/2013","Master Suite Central Park w/ Balc","Manhattan","Apartment",90,"Private room",10029,1,1,2,"175",90
"16181",9639313,"10/26/2013","Couchy bed","Brooklyn","Apartment",NA,"Shared room",11221,1,1,0,"48",NA
"16182",9668640,"10/27/2013","1 Bedrm PLUS in Pk Slope Brownstone","Brooklyn","Apartment",100,"Entire home/apt",11215,2,1,3,"195",100
"16183",9659956,"10/27/2013","Sunny Duplex in Heart of Bushwick","Brooklyn","Apartment",NA,"Entire home/apt",11237,1,1,0,"130",NA
"16184",9667278,"10/27/2013","Small studio in arty Bushwick","Brooklyn","Apartment",90,"Entire home/apt",11237,1,1,2,"60",90
"16185",9669602,"10/27/2013","Loft+Bedroom, Balcony, Grand Piano","Manhattan","Apartment",95,"Entire home/apt",10003,2,1,5,"305",96
"16186",9670169,"10/27/2013","Amazing 1 BD East Village","Manhattan","Apartment",95,"Entire home/apt",10009,2,1,73,"156",95
"16187",9670169,"10/27/2013","Bright Brand New East Village 1 BD","Manhattan","Apartment",95,"Entire home/apt",10009,2,1,16,"156",96
"16188",9659420,"10/27/2013","Right in the heart of Chelsea","Manhattan","Apartment",90,"Entire home/apt",10011,1,1,8,"200",94
"16189",9668212,"10/27/2013","Stunning fully furnished 2 bedroom","Manhattan","Apartment",85,"Entire home/apt",10029,2,1,20,"220",88
"16190",9669383,"10/27/2013","Biggest Room in Brooklyn!","Brooklyn","Apartment",NA,"Private room",11221,1,1,0,"75",NA
"16191",9665594,"10/27/2013","Great Manhattan apartment","Manhattan","Apartment",80,"Private room",10027,1,1,2,"70",80
"16192",9671392,"10/28/2013","Studio in the Family Brownstone","Brooklyn","Apartment",85,"Entire home/apt",11221,1,1,38,"95",89
"16193",9678132,"10/28/2013","Light&Airy 1b in Prime Williamsburg","Brooklyn","Apartment",85,"Entire home/apt",11249,1,1,6,"150",88
"16194",9680171,"10/28/2013","Modern 2-bedroom Loft in Greenpoint","Brooklyn","Loft",100,"Entire home/apt",11222,2,1,1,"350",100
"16195",9674666,"10/28/2013","2-Story West Village Duplex","Manhattan","Apartment",85,"Entire home/apt",10014,2,1,37,"275",87
"16196",9687370,"10/28/2013","UWS apt 1/2 a block from CP","Manhattan","Apartment",85,"Entire home/apt",10023,1,1,38,"150",87
"16197",9680175,"10/28/2013","Modern + Spacious 1 bd w/ the works","Manhattan","Apartment",95,"Entire home/apt",10029,1,1,9,"160",95
"16198",9679978,"10/28/2013","Bedroom Suite across BrooklynMuseum","Brooklyn","Apartment",100,"Private room",11238,1,1,7,"65",100
"16199",9685363,"10/28/2013","West Village Studio","Manhattan","Apartment",NA,"Private room",10014,2,1,1,"170",NA
"16200",9676718,"10/28/2013","Times Square Penthouse Suite!","Manhattan","Apartment",80,"Private room",10019,1,1,88,"120",83
"16201",9676718,"10/28/2013","Times Square Top Floor Oasis","Manhattan","Apartment",85,"Private room",10019,1,1,77,"120",86
"16202",9687105,"10/28/2013","REDESIGNED LUXURY PENTHOUSE LOFT","Queens","Apartment",90,"Private room",NA,1,1,32,"135",94
"16203",9708374,"10/29/2013","Sunny apartment 1 block from subway","Brooklyn","Apartment",95,"Entire home/apt",11230,1,1,12,"98",97
"16204",9709750,"10/29/2013","Empty, clean apt -Avail for 2 weeks","Manhattan","Apartment",100,"Entire home/apt",10010,1,1,1,"50",100
"16205",9700935,"10/29/2013","One-of-a-kind, ArtDeco/Modern Home","Manhattan","Apartment",95,"Entire home/apt",10013,1,1,50,"229",99
"16206",9710466,"10/29/2013","1 BR Penthouse with Private Terrace","Manhattan","Apartment",100,"Entire home/apt",10024,1,1,14,"199",100
"16207",9709235,"10/29/2013","Perfect Harlem, New York Retreat","Manhattan","Apartment",95,"Entire home/apt",10027,2,1,110,"130",95
"16208",9706793,"10/29/2013","Quintessential West Village 2 BR","Manhattan","Apartment",NA,"Private room",10014,2,1,0,"140",NA
"16209",9721365,"10/30/2013","Cozy One Bedroom : With Taxidermy","Brooklyn","Apartment",100,"Entire home/apt",11206,1,1,2,"110",100
"16210",9725785,"10/30/2013","Spacious 2 bedroom Williamsburg apt","Brooklyn","Apartment",80,"Entire home/apt",11249,2,1,1,"250",80
"16211",9723077,"10/30/2013","Bright&Airy Loft - Williamsburg NYC","Brooklyn","Loft",85,"Entire home/apt",11249,1,1,17,"245",85
"16212",9717597,"10/30/2013","Manhattan; Gramercy Park","Manhattan","Apartment",90,"Entire home/apt",10010,1,1,52,"180",93
"16213",9727681,"10/30/2013","Flatiron: Full floor  2","Manhattan","Apartment",100,"Entire home/apt",10011,2,1,5,"850",100
"16214",9718958,"10/30/2013","NYC 2BR ~AMAZING~ TIMES SQR. APT !!","Manhattan","Apartment",90,"Entire home/apt",10036,2,1,29,"150",92
"16215",9718958,"10/30/2013","Spacious 1 BR near TIMES SQUARE!!!!","Manhattan","Apartment",100,"Entire home/apt",10036,1,1,4,"199",100
"16216",9725785,"10/30/2013","Private bedroom in awesome loft apt","Brooklyn","Apartment",95,"Private room",11249,1,1,23,"89",96
"16217",9723922,"10/30/2013","Private Bedroom in East Village","Manhattan","Apartment",NA,"Private room",10009,1,1,0,"300",NA
"16218",9716281,"10/30/2013","At home in Historic Harlem","Manhattan","Apartment",95,"Private room",10027,2,1,25,"105",96
"16219",9728800,"10/30/2013","Oversized Room.  Suitable for Two.","Manhattan","Apartment",NA,"Private room",10040,1,1,0,"80",NA
"16220",9728436,"10/30/2013","Spacious & Colorful apt near subway","Brooklyn","Apartment",90,"Shared room",11226,2,1,36,"49",94
"16221",9735864,"10/31/2013","Luxury in Trendy Williamsburg, BK","Brooklyn","Apartment",NA,"Entire home/apt",11211,2,1,0,"300",NA
"16222",9740445,"10/31/2013","Comfortable 2BR in Great Location","Manhattan","Apartment",NA,"Entire home/apt",10009,2,1,0,"210",NA
"16223",9744172,"10/31/2013","West Village/SOHO Pretty Apartment","Manhattan","Apartment",100,"Entire home/apt",10014,1,1,5,"229",100
"16224",9742010,"10/31/2013","1 Bedroom steps from Central Park","Manhattan","Apartment",NA,"Entire home/apt",10024,1,1,0,"175",NA
"16225",9743617,"10/31/2013","COZY PRIVATE STUDIO NEWLY RENOVATED","Manhattan","Apartment",85,"Entire home/apt",10030,1,1,40,"115",88
"16226",9743617,"10/31/2013","Large newly renovated studio","Manhattan","Apartment",90,"Entire home/apt",10030,2,1,38,"124",91
"16227",9743617,"10/31/2013","OPEN STYLE ONE BEDROOM APARTMENT","Manhattan","Apartment",90,"Entire home/apt",10030,1,1,23,"129",90
"16228",9743617,"10/31/2013","PRIVATE RENOVATED BROWNSTONE STUDIO","Manhattan","Apartment",90,"Entire home/apt",10030,1,1,46,"110",91
"16229",9730304,"10/31/2013","Cozy 1Bedroom, near Times Square","Manhattan","Apartment",85,"Entire home/apt",10036,1,1,24,"206",85
"16230",9746450,"10/31/2013","Battery Park Apartment 1 BR","Manhattan","Apartment",100,"Entire home/apt",10280,1,1,1,"260",100
"16231",9738975,"10/31/2013","Refreshing, window-lit space","Brooklyn","Apartment",100,"Private room",11211,1,1,2,"79",100
"16232",9740445,"10/31/2013","Comfortable bedroom in East Village","Manhattan","Apartment",85,"Private room",10009,1,1,10,"100",88
"16233",9737030,"10/31/2013","Lovely Guest Room in Hells Kitchen","Manhattan","Apartment",95,"Private room",10019,1,1,13,"115",98
"16234",9730314,"10/31/2013","Manhattan on a Budget:PVT for 1/2/3","Manhattan","Apartment",95,"Private room",10029,2,1,50,"85",97
"16235",9741667,"10/31/2013","Cozy Riverside Apt w/ a Great View","Manhattan","Apartment",90,"Private room",10280,1,1,21,"79",94
"16236",9748213,"11/1/2013","Peaceful BK pad on perfect block","Brooklyn","Apartment",85,"Entire home/apt",11216,1,1,3,"115",87
"16237",9760884,"11/1/2013","The Hideaway","Brooklyn","Apartment",95,"Entire home/apt",11221,1,1,46,"89",96
"16238",9761136,"11/1/2013","XLG 1BR Apt - Mins. to Times Square","Queens","Apartment",NA,"Entire home/apt",11104,1,1,0,"150",NA
"16239",9746750,"11/1/2013","Charming Room in Lovely Greenpoint","Brooklyn","Apartment",90,"Private room",11222,1,1,2,"76",90
"16240",9760523,"11/1/2013","Beautiful Large Room in Bushwick!","Brooklyn","Apartment",NA,"Private room",11237,1,1,0,"55",NA
"16241",9761047,"11/1/2013","Close to it All in a Great Area","Brooklyn","Apartment",95,"Private room",11249,1,1,62,"80",97
"16242",9751988,"11/1/2013","Big room only $70 for 2 Chelsea!!!","Manhattan","Apartment",20,"Private room",10011,1,1,3,"70",20
"16243",9753423,"11/1/2013","Prime Central Park Location!","Manhattan","Apartment",95,"Private room",10019,1,1,23,"125",98
"16244",9773998,"11/2/2013","East River Queen, & outdoor deck!","Brooklyn","House",90,"Entire home/apt",NA,2,1,77,"175",93
"16245",9771114,"11/2/2013","Large 1 bed with exposed brick.","Manhattan","Apartment",90,"Entire home/apt",10128,2,1,10,"140",90
"16246",9773600,"11/2/2013","Sunny and quiet 1 bedroom apartment","Manhattan","Apartment",100,"Entire home/apt",10128,2,1,1,"130",100
"16247",9772483,"11/2/2013","Private Room in a Great Apartment","Brooklyn","Apartment",80,"Private room",11216,1,1,1,"70",80
"16248",9769764,"11/2/2013","Historical Cozy Home in Bushwick","Brooklyn","Apartment",NA,"Private room",11221,1,1,0,"50",NA
"16249",9774134,"11/2/2013","Comfy, Sunny Room at Prospect Park","Brooklyn","Apartment",NA,"Private room",11226,1,1,0,"65",NA
"16250",9772800,"11/2/2013","Big Room in Brooklyn Garden Apt","Brooklyn","Apartment",100,"Private room",11238,1,1,5,"76",100
"16251",9772800,"11/2/2013","Big Sunny Room in BK Brownstone","Brooklyn","Apartment",90,"Private room",11238,1,1,3,"86",93
"16252",9772800,"11/2/2013","Comfortable room in large BK apt","Brooklyn","Apartment",100,"Private room",11238,1,1,2,"60",100
"16253",9772800,"11/2/2013","Guest Room in Our BK Brownstone","Brooklyn","Apartment",100,"Private room",11238,1,1,1,"50",100
"16254",9770501,"11/2/2013","Renovated Clinton Hill Loft","Brooklyn","Loft",90,"Private room",11238,1,1,12,"108",92
"16255",9767363,"11/2/2013","Home Sweet Home! Fall Trend","Manhattan","Apartment",100,"Private room",10035,1,1,13,"59",100
"16256",9772483,"11/2/2013","Couch or Floor Mattress in Livng Rm","Brooklyn","Apartment",100,"Shared room",11216,2,1,1,"30",100
"16257",9787502,"11/3/2013","Stylish 1br in Brooklyn Heights","Brooklyn","Apartment",90,"Entire home/apt",11201,1,1,12,"147",90
"16258",9783689,"11/3/2013","Beautiful 1 bed with skyline view","Brooklyn","Apartment",95,"Entire home/apt",11211,1,1,4,"175",95
"16259",9783402,"11/3/2013","Greenpoint Penthouse! Cats & Views!","Brooklyn","Apartment",95,"Entire home/apt",11222,1,1,5,"250",96
"16260",9777364,"11/3/2013","3br in Neo-French Reniassance Home","Brooklyn","Apartment",95,"Entire home/apt",11225,3,1,40,"211",98
"16261",9795483,"11/3/2013","The M, a Charming Garden Apartment","Brooklyn","House",90,"Entire home/apt",11233,2,1,55,"110",94
"16262",9790982,"11/3/2013","34th St. Macy's Day Parade","Manhattan","Apartment",NA,"Entire home/apt",10001,1,1,0,"288",NA
"16263",9794342,"11/3/2013","Awesome Huge Studio - NYC Center","Manhattan","Apartment",95,"Entire home/apt",10001,1,1,24,"199",97
"16264",9795554,"11/3/2013","Luxury Studio by the Empire State","Manhattan","Apartment",NA,"Entire home/apt",10001,1,1,0,"165",NA
"16265",9782676,"11/3/2013","Andrea's bohemian pied-a-terre","Manhattan","Apartment",90,"Entire home/apt",10012,2,1,26,"182",93
"16266",9782866,"11/3/2013","Modern New York City Manhattan Apt","Manhattan","Apartment",95,"Entire home/apt",10016,1,1,5,"195",96
"16267",9790846,"11/3/2013","Boutique Upper East Side Apartment","Manhattan","Apartment",95,"Entire home/apt",10021,1,1,22,"290",95
"16268",9788560,"11/3/2013","Cute, Convenient 1BR in Midtown","Manhattan","Apartment",95,"Entire home/apt",10022,2,1,11,"210",96
"16269",9784802,"11/3/2013","Between Lincoln Center & Central Pk","Manhattan","Apartment",95,"Entire home/apt",10023,1,1,22,"300",95
"16270",9784802,"11/3/2013","Gorgeous Central Park, work & stay","Manhattan","Apartment",90,"Entire home/apt",10023,3,1,15,"350",93
"16271",9792728,"11/3/2013","Vacation on Broadway","Manhattan","Apartment",85,"Entire home/apt",10025,1,1,60,"160",87
"16272",9788147,"11/3/2013","Cute and cozy studio in Harlem","Manhattan","Apartment",90,"Entire home/apt",10027,1,1,5,"120",92
"16273",9777215,"11/3/2013","Harlem Treat - Large Apt & Backyard","Manhattan","Apartment",95,"Entire home/apt",10030,4,1,68,"199",95
"16274",9777215,"11/3/2013","Harlem Treasure - Big Apt/ Backyard","Manhattan","Townhouse",95,"Entire home/apt",10030,4,1,5,"174",96
"16275",9788222,"11/3/2013","Comfortable Sunny Room","Brooklyn","Apartment",NA,"Private room",11238,1,1,0,"80",NA
"16276",9790609,"11/3/2013","Room in spacious charming loft","Brooklyn","Loft",95,"Private room",11249,1,1,11,"90",96
"16277",9788222,"11/3/2013","Bedroom in a Chelsea Apartment","Manhattan","Apartment",NA,"Private room",10011,1,1,0,"130",NA
"16278",9782676,"11/3/2013","Andrea's bohemian pied-a-terre","Manhattan","Apartment",95,"Private room",10012,1,1,12,"94",96
"16279",9784206,"11/3/2013","Sunny Room at Central Park!","Manhattan","Apartment",90,"Private room",10029,2,1,29,"68",91
"16280",9815788,"11/4/2013","Quaint City Island Community.","Bronx","House",NA,"Entire home/apt",10464,3,1,0,"300",NA
"16281",9799242,"11/4/2013","Pre-War Apartment with Terrace","Brooklyn","Apartment",80,"Entire home/apt",11213,5,1,1,"175",80
"16282",9806864,"11/4/2013","Beautiful Brooklyn Brownstone 3 Bed","Brooklyn","Apartment",85,"Entire home/apt",11216,5,1,5,"300",88
"16283",9817733,"11/4/2013","LOVELY, NEW, 2BED/2BATH, GREENPOINT","Brooklyn","Apartment",NA,"Entire home/apt",11222,2,1,0,"249",NA
"16284",9806864,"11/4/2013","Cozy 3 bedroom - Downtown Brooklyn","Brooklyn","Apartment",85,"Entire home/apt",11238,4,1,8,"300",88
"16285",9804931,"11/4/2013","Nolita/Bowery/LES New 2BR","Manhattan","Apartment",95,"Entire home/apt",10002,2,1,11,"249",96
"16286",9805258,"11/4/2013","Big Studio, Ideal Gramercy Location","Manhattan","Apartment",NA,"Entire home/apt",10010,2,1,0,"179",NA
"16287",9808757,"11/4/2013","roomy loft apt in chelsea","Manhattan","Apartment",95,"Entire home/apt",10011,2,1,9,"114",98
"16288",9811378,"11/4/2013","Bright West Village Studio","Manhattan","Apartment",NA,"Entire home/apt",10011,2,1,0,"170",NA
"16289",9805258,"11/4/2013","Chic, Cozy Greenwich Village Studio","Manhattan","Apartment",85,"Entire home/apt",10014,1,1,27,"129",89
"16290",9812075,"11/4/2013","Charming West Village studio","Manhattan","Apartment",100,"Entire home/apt",10014,2,1,11,"225",100
"16291",9817733,"11/4/2013","Private, Peaceful Times Square 1BR","Manhattan","Apartment",85,"Entire home/apt",10018,1,1,25,"170",88
"16292",9818845,"11/4/2013","Luxury (White Gloves) Studio","Manhattan","Apartment",100,"Entire home/apt",10022,1,1,2,"250",100
"16293",9817453,"11/4/2013","UWS 1BR - steps from Central Park","Manhattan","Apartment",100,"Entire home/apt",10023,1,1,1,"279",100
"16294",9803738,"11/4/2013","Cozy and spacious apartment UWS","Manhattan","Apartment",70,"Entire home/apt",10024,2,1,4,"200",70
"16295",9808688,"11/4/2013","Beautiful Upper West Side Apartment","Manhattan","Apartment",NA,"Entire home/apt",10025,2,1,0,"250",NA
"16296",9811711,"11/4/2013","Luxury Upper East Side Apartment","Manhattan","Apartment",NA,"Entire home/apt",10028,2,1,0,"200",NA
"16297",9810879,"11/4/2013","Lots of Light 800 Square Foot 1 BR","Manhattan","Apartment",NA,"Entire home/apt",10029,1,1,0,"150",NA
"16298",9805258,"11/4/2013","Lovely Apt. in Midtown with Patio!","Manhattan","Apartment",95,"Entire home/apt",10036,2,1,8,"129",95
"16299",9813974,"11/4/2013","Colorful Two Room Separate Entrance","Manhattan","Apartment",85,"Entire home/apt",10040,2,1,9,"110",89
